STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JEWEL FOOD STORE #3349,1353385,259,64285,A,2520 N NARRAGANSETT AVE,60639,BELMONT CRAGIN,19,36,17031831500,170318315001045,1133277.0214801930,1916208.3653716690,41.9262969563,-87.7856948240,"(41.9262969563, -87.785694824)"
JEWEL FOOD STORE #3368,1226337,259,31600,A,550 N STATE ST,60610,NEAR NORTH SIDE,8,42,17031081600,170310816001003,1176227.7531051838,1904177.0736727233,41.8924213661,-87.6282348711,"(41.8924213661, -87.6282348711)"
JEWEL FOOD STORE #3407,1394,259,19238,A,5516 N CLARK ST,60640,EDGEWATER,77,40,17031030900,170310309001000,1164969.7637174986,1936801.1066593893,41.9821898846,-87.6686516280,"(41.9821898846, -87.668651628)"
JEWEL FOOD STORE #3441,1375,259,22443,A,2940 N ASHLAND AVE,60657,LAKE VIEW,6,32,17031062600,170310626001023,1165101.0211875795,1919776.9355899843,41.9354720327,-87.6686545431,"(41.9354720327, -87.6686545431)"
JEWEL FOOD STORE #3442,1406,259,29060,A,4042 W FOSTER AVE,60630,NORTH PARK,13,39,17031130200,170311302001019,1148348.8543395153,1934285.3405124561,41.9756241124,-87.7298445616,"(41.9756241124, -87.7298445616)"
JEWEL FOOD STORE #3443,1323,259,25356,A,5343 N BROADWAY,60640,EDGEWATER,77,48,17031030703,170310307031001,1167382.7587465665,1935813.5422321209,41.9794282549,-87.6598058547,"(41.9794282549, -87.6598058547)"
JEWEL FOOD STORE #3454,1325,259,25490,A,4250 N LINCOLN AVE,60618,NORTH CENTER,5,47,17031050200,170310502002007,1161297.7512339759,1928358.5151667956,41.9591004330,-87.6823922417,"(41.959100433, -87.6823922417)"
JEWEL FOOD STORE #3455,1380,259,23660,A,4355 N SHERIDAN RD,60613,UPTOWN,3,46,17031032100,170310321001001,1168852.2068218014,1929254.3407868978,41.9613977799,-87.6545929748,"(41.9613977799, -87.6545929748)"
JEWEL FOOD STORE #3470,1382,259,24815,A,3570 N ELSTON AVE,60618,AVONDALE,21,35,17031831100,170318311001001,1154304.8135324095,1923553.3427549694,41.9460576040,-87.7082301098,"(41.946057604, -87.7082301098)"
JEWEL FOOD STORE #3477,1372,259,17676,A,4734 N CUMBERLAND AVE,60656,OHARE,76,36,17031760802,170317608021009,1119277.5910081204,1930595.6588696016,41.9660114013,-87.8368311691,"(41.9660114013, -87.8368311691)"
JEWEL FOOD STORE #3501,1192909,259,56010,A,3400 N WESTERN AVE,60618,NORTH CENTER,5,47,17031843700,170318437001018,1159734.0013868131,1922547.5902326822,41.9431873732,-87.6883020207,"(41.9431873732, -87.6883020207)"
JEWEL FOOD STORE #3514,1385,259,20285,A,3531 N BROADWAY,60657,LAKE VIEW,6,46,17031061800,170310618001000,1171090.4081093890,1923800.9861456566,41.9463846516,-87.6465248633,"(41.9463846516, -87.6465248633)"
JEWEL FOOD STORE #3721,1225534,259,49513,A,6107 S ARCHER AVE,60638,GARFIELD RIDGE,56,23,17031560800,170315608002027,1137719.7299707269,1868155.8003845508,41.7943548532,-87.7705271521,"(41.7943548532, -87.7705271521)"
JEWEL FOOD STORES #3262,1409,259,35000,A,4660 W IRVING PARK RD,60641,PORTAGE PARK,15,45,17031831700,170318317001021,1144267.9933805217,1926214.3004718720,41.9535544384,-87.7450553112,"(41.9535544384, -87.7450553112)"
JEWEL-OSCO #3632,2037181,259,62349,A,3630 N SOUTHPORT AVE,60613,LAKE VIEW,6,44,17031060400,170310604002006,1166281.1507529590,1924353.2781345486,41.9480045508,-87.6641862307,"(41.9480045508, -87.6641862307)"
JOE'S FOOD & LIQUOR,822,154,3500,B,3626 W LAWRENCE AVE,60625,ALBANY PARK,14,39,17031140301,170311403011011,1151203.1588810690,1931689.4793308757,41.9684452460,-87.7194165758,"(41.968445246, -87.7194165758)"
JOE'S FOOD AND LIQUOR DEPOT,1575140,286898,4000,B,5834 W FULLERTON AVE,60639,BELMONT CRAGIN,19,30,17031190602,170311906023021,1136930.5826542045,1915391.9580350104,41.9239918266,-87.7722891067,"(41.9239918266, -87.7722891067)"
JOLANTA'S INTERNATIONAL DELI,26376,10856,10001,A,5914 W HIGGINS AVE,60630,JEFFERSON PARK,11,45,17031110400,170311104003013,1135703.9578490956,1933167.4320264272,41.9727914969,-87.7763718583,"(41.9727914969, -87.7763718583)"
JOSEPH FOOD MART,6157,62754,3000,B,8235 W IRVING PARK RD,60634,DUNNING,17,36,17031170500,170311705003004,1120303.8969689277,1925502.4247494666,41.9520185577,-87.8331668434,"(41.9520185577, -87.8331668434)"
K & K FOOD & LIQUOR,62092,23937,4200,B,1130 W 51ST ST,60609,NEW CITY,61,16,17031611000,170316110001031,1169532.1599881250,1871017.4682229417,41.8015768439,-87.6537884728,"(41.8015768439, -87.6537884728)"
K BUENA,1999075,65396,3500,B,4322 W MARQUETTE RD,60629,WEST LAWN,65,13,17031650301,170316503012017,1148569.6566135706,1859858.2821654210,41.7713833198,-87.7309533689,"(41.7713833198, -87.7309533689)"
KAMDAR PLAZA INC,4429,3241,5500,B,2646 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,170310206023014,1157317.6151593663,1942403.2483944774,41.9977219015,-87.6966411029,"(41.9977219015, -87.6966411029)"
"Kan-Zaman Mart, Inc.",1119908,209575,4600,B,2005 S MICHIGAN AVE,60616,NEAR SOUTH SIDE,33,2,17031330100,170313301004046,1177567.0324267587,1890666.6479502178,41.8553176710,-87.6237265152,"(41.855317671, -87.6237265152)"
KAPS FOODS,57817,18562,4100,B,3557 S CALIFORNIA AVE,60632,BRIGHTON PARK,58,12,17031580100,170315801001006,1158326.4831652388,1880700.3493313147,41.8283836447,-87.6946201700,"(41.8283836447, -87.69462017)"
KEY FOOD LIQUOR,17551,7109,3800,B,13355 S INDIANA AVE,60827,RIVERDALE,54,9,17031540101,170315401012014,1179993.5943226696,1816584.5557612397,41.6519728186,-87.6170837363,"(41.6519728186, -87.6170837363)"
KHALIL FOOD & LIQUOR,46846,16717,3000,B,146 W 103RD ST,60628,ROSELAND,49,9,17031490700,170314907002019,1176913.3160730540,1836691.1717179476,41.7072181390,-87.6277515583,"(41.707218139, -87.6277515583)"
KING FOOD & LIQUOR,40321,2926,3750,B,6858 S HALSTED ST,60621,ENGLEWOOD,68,6,17031681100,170316811001011,1172117.4954189106,1859139.6508902050,41.7689262968,-87.6446559970,"(41.7689262968, -87.644655997)"
KOL TUV KOSHER FOODS INC,12952,6158,3000,B,2938 W DEVON AVE,60659,WEST RIDGE,2,50,17031020601,170310206012018,1155422.8971575014,1942345.2798729455,41.9976012808,-87.7036126719,"(41.9976012808, -87.7036126719)"
KORDIAN'S MARKET,28114,11448,4610,B,6332 W HIGGINS AVE,60630,JEFFERSON PARK,11,45,17031110300,170311103002023,1132925.7162752973,1934312.9608035102,41.9759840467,-87.7865613104,"(41.9759840467, -87.7865613104)"
"KRAKUS DELI,  INC",1222467,229704,3500,B,5155 W ADDISON ST,60641,PORTAGE PARK,15,38,17031151001,170311510011000,1141134.0089200793,1923401.7895809815,41.9458951009,-87.7566458523,"(41.9458951009, -87.7566458523)"
LA CASA DEL PUEBLO INC,31675,14392,10001,A,1810 S BLUE ISLAND AVE,60608,LOWER WEST SIDE,31,25,17031310600,170313106002008,1167219.0163575340,1891361.4813615354,41.8574527464,-87.6616883311,"(41.8574527464, -87.6616883311)"
LA CIENEGA SUPER FOOD INC,65173,20310,10000,A,10736 S EWING AVE,60617,EAST SIDE,52,10,17031520300,170315203003000,1202148.2918444525,1834213.5717861990,41.6998148465,-87.5354268905,"(41.6998148465, -87.5354268905)"
LA FERIA GROCERY,26609,11067,10001,A,9704 S COMMERCIAL AVE,60617,SOUTH DEERING,51,10,17031510100,170315101002033,1197784.6295619695,1841132.9778545648,41.7189121563,-87.5511742972,"(41.7189121563, -87.5511742972)"
LA GUERRERENSE,67114,43885,3000,B,4149 W ARMITAGE AVE,60639,HERMOSA,20,30,17031831200,170318312003003,1148187.7143638656,1912920.3727141675,41.9170000028,-87.7309892645,"(41.9170000028, -87.7309892645)"
LA INTERNATIONAL,57700,18542,3000,B,4301 S ARCHER AVE,60632,BRIGHTON PARK,58,14,17031580502,170315805021004,1156338.8461360813,1875918.0372788420,41.8153006937,-87.7020416008,"(41.8153006937, -87.7020416008)"
LA JALISCIENCE,4749,23661,3000,B,3239 W 26TH ST,60623,SOUTH LAWNDALE,30,22,17031840800,170318408001002,1155046.9425476384,1886508.4249456283,41.8443879922,-87.7064970959,"(41.8443879922, -87.7064970959)"
"LA LOMA ""CARNICERIA Y TAQUERIA""",49880,17241,4501,B,2535 N LARAMIE AVE,60639,BELMONT CRAGIN,19,31,17031190800,170311908004009,1141327.0944215260,1916530.5217087832,41.9270360931,-87.7561061830,"(41.9270360931, -87.756106183)"
LA MERCED INC,6834,3685,10001,A,4335 W 26TH ST,60623,SOUTH LAWNDALE,30,22,17031301801,170313018012007,1147980.9807110770,1886328.4811129442,41.8440327965,-87.7324328647,"(41.8440327965, -87.7324328647)"
"LA NUEVA IMAGEN GROCERY, INC.",1804216,315282,3000,B,2459 S MILLARD AVE,60623,SOUTH LAWNDALE,30,22,17031300600,170313006002001,1152475.4010279817,1887185.5068325490,41.8462971046,-87.7159164295,"(41.8462971046, -87.7159164295)"
LA PERLA TAPATIA BAKERY,1698,85292,3000,B,4214 W NORTH AVE,60639,HUMBOLDT PARK,23,30,17031230500,170312306004000,1147938.5380890095,1910338.4508784628,41.9099197540,-87.7319712570,"(41.909919754, -87.731971257)"
LA PLAMA,22662,63389,15000,A,4173 S ARCHER AVE,60632,BRIGHTON PARK,58,14,17031580501,170315805012012,1157347.0558745717,1876755.8258401973,41.8175793077,-87.6983205863,"(41.8175793077, -87.6983205863)"
LA PROVIDENCIA FOOD MART,16986,6991,2572,B,1658 W 21ST ST,60608,LOWER WEST SIDE,31,25,17031310800,170313108003010,1165383.8992395352,1890168.8951614066,41.8542193742,-87.6684581591,"(41.8542193742, -87.6684581591)"
"LA UNICA FOOD MART, INC.",491,90,5000,B,1515 W DEVON AVE,60660,EDGEWATER,77,40,17031030200,170310302004002,1164985.8850150076,1942560.4934320904,41.9979934597,-87.6684278857,"(41.9979934597, -87.6684278857)"
LAKE VIEW FOODS INC,2055,408,3100,B,4106 N SHERIDAN RD,60613,UPTOWN,3,46,17031032100,170310321003005,1168818.5670162067,1927666.0915580725,41.9570402995,-87.6547628922,"(41.9570402995, -87.6547628922)"
L'APPETITO,42672,16220,2900,B,875 N MICHIGAN AVE,60611,NEAR NORTH SIDE,8,42,17031081300,170310813003001,1177367.9363856325,1906565.1382551887,41.8989485417,-87.6239749877,"(41.8989485417, -87.6239749877)"
LARAMIE BAKERY & DELI,2014141,350093,12331,A,3232 N HARLEM AVE,60634,DUNNING,17,36,17031170800,170311708001011,1127470.2113703247,1920796.0675339887,41.9389859689,-87.8069290648,"(41.9389859689, -87.8069290648)"
"LATIN GROCERY & LIQUOR, INC",20046,8064,10001,A,3800 W NORTH AVE,60647,HUMBOLDT PARK,23,30,17031230400,170312304002014,1150799.8597747867,1910405.9395063645,41.9100494194,-87.7214580839,"(41.9100494194, -87.7214580839)"
LAWNDALE FOOD MARKET,39529,15829,6000,B,3705 W 16TH ST,60623,NORTH LAWNDALE,29,24,17031292200,170312922003000,1151911.1391990148,1891750.0843996857,41.8588339683,-87.7178671863,"(41.8588339683, -87.7178671863)"
Laxi Liquor,47780,11112,3200,B,6922 W GRAND AVE,60707,MONTCLARE,18,36,17031831600,170318316002012,1129750.3958213264,1915232.7057123547,41.9236807003,-87.7986761286,"(41.9236807003, -87.7986761286)"
LEMEN SUN CORP.,28022,11427,3600,B,2832 S WENTWORTH AVE,60616,ARMOUR SQUARE,34,11,17031340400,170313404001020,1175376.9223015670,1885651.2691807900,41.8416044818,-87.6319155034,"(41.8416044818, -87.6319155034)"
LINDO MICHOACAN,42744,86194,8600,B,3142 W LAWRENCE AVE,60625,ALBANY PARK,14,33,17031140100,170311401002004,1154365.2769392603,1931758.8257039753,41.9685727721,-87.7077877013,"(41.9685727721, -87.7077877013)"
LOGAN CERTIFIED FOODS CORP,1046303,23391,4500,B,2857 W DIVERSEY AVE,60647,LOGAN SQUARE,22,35,17031220400,170312204001003,1156600.2971969466,1918436.5314178157,41.9319704700,-87.6999316190,"(41.93197047, -87.699931619)"
LORETO GROCERY,76774,22681,4499,B,4600 S FAIRFIELD AVE,60632,BRIGHTON PARK,58,12,17031842800,170318428002005,1158768.5275376240,1874004.9008791847,41.8100014783,-87.6931813523,"(41.8100014783, -87.6931813523)"
LOS CUATRO HERMANOS GROCERY,7790,62837,10001,A,1858 S ALLPORT ST,60608,LOWER WEST SIDE,31,25,17031310600,170313106002002,1168296.8541351980,1890914.2210547028,41.8562022212,-87.6577449724,"(41.8562022212, -87.6577449724)"
LOS POTRILLOS,1650212,299177,7000,B,3624 W BELMONT AVE,60618,AVONDALE,21,35,17031831100,170318311004023,1151517.7233741966,1921074.0369519014,41.9393095160,-87.7185399405,"(41.939309516, -87.7185399405)"
LOS SAUCES GROCERY,1223250,230035,2800,B,5852 W DIVERSEY AVE,60639,BELMONT CRAGIN,19,30,17031190402,170311904022037,1136654.0460147965,1918049.0704473278,41.9312882001,-87.7732414533,"(41.9312882001, -87.7732414533)"
LUCIANO'S GROCERY-18TH ST,1380524,265429,6000,B,1714 W 18TH ST,60608,LOWER WEST SIDE,31,25,17031310800,170313108001010,1165111.7227961887,1891492.2522095150,41.8578565675,-87.6694195956,"(41.8578565675, -87.6694195956)"
LUX 2 FOOD & LIQUOR,1869021,322813,2500,B,7550 S MAY ST,60620,AUBURN GRESHAM,71,17,17031710200,170317102004006,1169927.2894665268,1854470.9766403450,41.7561626996,-87.6528196032,"(41.7561626996, -87.6528196032)"
M & D VARIETY STORE,18355,7524,4500,B,1300 W 111TH ST,60643,MORGAN PARK,75,34,17031750100,170317501004020,1169607.6668850540,1831203.2746074730,41.6923196266,-87.6546632113,"(41.6923196266, -87.6546632113)"
M & J LIQUOR & GROCERY,15168,6639,2900,B,3654 W LAWRENCE AVE,60625,ALBANY PARK,14,39,17031140301,170311403011010,1150913.7148362360,1931683.5201055500,41.9684345799,-87.7204810114,"(41.9684345799, -87.7204810114)"
MACIAS PRODUCE INC.,1648017,297549,7000,B,8933 S COMMERCIAL AVE,60617,SOUTH CHICAGO,46,10,17031833900,170318339001015,1197739.2800366837,1846169.3798441205,41.7327335949,-87.5511727836,"(41.7327335949, -87.5511727836)"
MAKOLA AFRICAN SUPERMARKET #2,2008279,279945,3500,B,4501 N SHERIDAN RD,60640,UPTOWN,3,46,17031031502,170310315022003,1168837.7591313403,1930075.0973980778,41.9636502775,-87.6546221904,"(41.9636502775, -87.6546221904)"
MANDY'S LIQUOR,17168,7030,3000,B,1957 W LAWRENCE AVE,60640,LINCOLN SQUARE,4,47,17031830800,170318308001003,1162346.5151555608,1931848.8466024203,41.9686561373,-87.6784384790,"(41.9686561373, -87.678438479)"
MARIO 'S BUTCHER SHOP FD CNTR,4248,85432,10001,A,5817 W MADISON ST,60644,AUSTIN,25,29,17031252101,170312521011003,1137524.3342756745,1899380.9512429307,41.8800449808,-87.7704933793,"(41.8800449808, -87.7704933793)"
MARKET IN THE PARK,1334026,258947,5049,B,5050 S LAKE SHORE DR,60615,KENWOOD,39,4,17031390700,170313907003004,1189144.3247518237,1871655.5454706573,41.8028797781,-87.5818436939,"(41.8028797781, -87.5818436939)"
MA'S & PA'S GROCERY SNACK SHOP,7302,3806,4500,B,804 S CALIFORNIA AVE,60612,EAST GARFIELD PARK,27,2,17031271800,170312718001017,1157790.0432509081,1896181.8948431034,41.8708776439,-87.6961668842,"(41.8708776439, -87.6961668842)"
MAYFAIR MARKET PLACE,1948869,340165,12000,A,4728 N PULASKI RD,60630,ALBANY PARK,14,39,140500,170311405001000,1148831.9524721669,1931243.1098496094,41.9672666701,-87.7281470478,"(41.9672666701, -87.7281470478)"
MAYFLOWER FOOD,1168793,17975,6000,B,2104 S ARCHER AVE,60616,ARMOUR SQUARE,34,25,17031841100,170318411001021,1175264.5918291442,1890264.2275429482,41.8542653039,-87.6321895068,"(41.8542653039, -87.6321895068)"
MEHRAB ZABIHA MEAT & TOBACCO,1094121,207539,3000,B,2445 W DEVON AVE,60659,WEST RIDGE,2,50,17031020802,170310208024001,1158669.7466333667,1942366.0081807286,41.9975920168,-87.6916681219,"(41.9975920168, -87.6916681219)"
MELISSA'S FOOD & LIQUORS INC,29494,11681,3500,B,3867 W GRAND AVE,60651,HUMBOLDT PARK,23,27,17031230700,170312307003012,1150134.1089200610,1908582.7638790621,41.9050594546,-87.7239513845,"(41.9050594546, -87.7239513845)"
MI MEXICO GROCERY,1494240,277614,2600,B,2601 W 59TH ST,60629,CHICAGO LAWN,66,16,17031835000,170318350005001,1160033.9340359569,1865405.0287937238,41.7863763432,-87.6887765140,"(41.7863763432, -87.688776514)"
MIARA'S CONT'L PASTRY DELI INC,10400,4623,5000,B,7051 W ADDISON ST,60634,DUNNING,17,36,17031171000,170311710005004,1128545.0780289907,1923079.5091850553,41.9452338231,-87.8029266385,"(41.9452338231, -87.8029266385)"
MICELI'S DELI & FOOD MART,44924,16493,4000,B,2448 S OAKLEY AVE,60608,LOWER WEST SIDE,31,25,17031841300,170318413003008,1161387.6992202230,1887514.8822139434,41.8470204640,-87.6831995522,"(41.847020464, -87.6831995522)"
MICHAELS FRESH MARKET,2043177,354856,41000,A,1300 E 47TH ST,60653,KENWOOD,39,4,17031390100,170313901001017,1185546.3076600826,1874136.3042231780,41.8097727266,-87.5949608909,"(41.8097727266, -87.5949608909)"
MID TOWN FOODS,39968,15264,3520,B,3855 W DIVISION ST,60651,HUMBOLDT PARK,23,27,17031231200,170312312004002,1150230.9340988180,1907681.3047955954,41.9025838739,-87.7236192485,"(41.9025838739, -87.7236192485)"
MINI MERCADO LA BETANIA,33473,3205,2640,B,2800 S TRIPP AVE,60623,SOUTH LAWNDALE,30,22,17031301803,170313018033002,1148469.2529375516,1885006.7985961474,41.8403965367,-87.7306750125,"(41.8403965367, -87.7306750125)"
MLB FOOD,1884977,326392,2500,B,613 E 67TH ST,60637,WOODLAWN,42,20,17031421200,170314212001005,1181543.4032804310,1860685.4807421395,41.7729559039,-87.6100578109,"(41.7729559039, -87.6100578109)"
MOO & OINK INC,11915,5928,21500,A,4848 W MADISON ST,60644,AUSTIN,25,28,17031251800,170312518004015,1143906.3902417778,1899620.0616423807,41.8805838854,-87.7470529414,"(41.8805838854, -87.7470529414)"
"MORELIA SUPERMARKET #2, INC.",1648410,298039,12000,A,4833 W DIVERSEY AVE,60639,BELMONT CRAGIN,19,31,17031190800,170311908001001,1143539.2642680550,1918138.0990042570,41.9314062910,-87.7479369735,"(41.931406291, -87.7479369735)"
"MORELIA SUPERMARKET, INC.",1892862,243702,8000,B,7300 N WESTERN AVE,60645,WEST RIDGE,2,50,17031020200,170310202002007,1158974.9318886440,1948414.8605655308,42.0141839829,-87.6903783498,"(42.0141839829, -87.6903783498)"
MORGAN FOOD CORP LLC,1270949,250439,3500,B,6600 S MORGAN ST,60621,ENGLEWOOD,68,17,17031681000,170316810003009,1170741.1720107044,1861024.5986259226,41.7741289538,-87.6496459973,"(41.7741289538, -87.6496459973)"
MOROLEON FOODS #2 INC.,1801622,314329,3025,B,4257 S ROCKWELL ST,60632,BRIGHTON PARK,58,12,17031580700,170315807003005,1159787.4969311040,1876115.0553754636,41.8157711158,-87.6893858973,"(41.8157711158, -87.6893858973)"
MORSE FOOD AND MEAT MARKET,1518304,280735,17000,A,1430 W MORSE AVE,60626,ROGERS PARK,1,49,17031010600,170310106004012,1165298.3233714858,1946207.7407221363,42.0079949199,-87.6671741467,"(42.0079949199, -87.6671741467)"
MOUNSEF INTERNATIONAL,21126,86704,10001,A,4738 N KEDZIE AVE,60625,ALBANY PARK,14,33,17031140701,170311407011000,1154145.7098985217,1931473.0881109955,41.9677930872,-87.7086027049,"(41.9677930872, -87.7086027049)"
MR G'S FOOD & LIQUOR,1429,263,3000,B,332 E 58TH ST,60637,WASHINGTON PARK,40,20,17031400400,170314004002002,1179370.5406004891,1866670.7186115360,41.7894298575,-87.6178403398,"(41.7894298575, -87.6178403398)"
MUNCHIES ON LARRABEE,2073925,210118,2500,B,1012 N LARRABEE ST,60610,NEAR NORTH SIDE,8,27,17031842200,170318422001074,1172113.3417301950,1907214.7041952682,41.9008485875,-87.6432555365,"(41.9008485875, -87.6432555365)"
Municipal Foods,1478386,273724,9980,B,2559 W DIVISION ST,60622,WEST TOWN,24,26,17031242500,170312425001002,1158868.1815303229,1907844.6373137871,41.9028592342,-87.6918885843,"(41.9028592342, -87.6918885843)"
"MY RANCH, INC.",1899688,20694,8500,B,4650 N SHERIDAN RD,60640,UPTOWN,3,46,17031830700,170310315011002,1168740.4622678708,1931286.8822055320,41.9669775683,-87.6549446417,"(41.9669775683, -87.6549446417)"
NANCE FOOD MART,4756,3277,4500,B,10935 S WENTWORTH AVE,60628,ROSELAND,49,34,17031491000,170314910002007,1176930.5763119936,1832294.6832556610,41.6951531575,-87.6278202407,"(41.6951531575, -87.6278202407)"
NANCY FOODS INC,79959,23327,2500,B,12315 S STATE ST,60628,WEST PULLMAN,53,9,17031530600,170315306002026,1178520.7479500766,1823233.6333488051,41.6702523999,-87.6222719562,"(41.6702523999, -87.6222719562)"
NATIONAL FRUIT STOP,23627,9531,3000,B,3523 W LAWRENCE AVE,60625,ALBANY PARK,14,33,17031140701,170311407012002,1151894.1866127106,1931625.3434103092,41.9682556374,-87.7168773813,"(41.9682556374, -87.7168773813)"
Natural Country Deli,2017781,350688,3500,B,6452 N MILWAUKEE AVE,60631,NORWOOD PARK,10,41,17031100200,170311002001019,1132184.5426018387,1942510.9318083944,41.9984929696,-87.7890953687,"(41.9984929696, -87.7890953687)"
NAYAB MART,1444872,269649,3125,B,2449 W DEVON AVE,60659,WEST RIDGE,2,50,17031020802,170310208024001,1158623.8724358284,1942364.6103797632,41.9975891244,-87.6918369148,"(41.9975891244, -87.6918369148)"
NEIL'S FOOD,1998505,221849,3500,B,7749 S HALSTED ST,60620,AUBURN GRESHAM,71,17,17031710100,170317101001007,1172356.9491783085,1853275.9892799640,41.7528304183,-87.6439505248,"(41.7528304183, -87.6439505248)"
NEW LA ESTRELLA FOODS INC.,2003267,348383,5800,B,3003 W 63RD ST,60629,CHICAGO LAWN,66,15,17031660600,170316606005000,1157424.7681192728,1862672.6416905022,41.7789315569,-87.6984170935,"(41.7789315569, -87.6984170935)"
NEW POP-IN,1719179,306063,8784,B,413 S KEDZIE AVE,60612,EAST GARFIELD PARK,27,28,17031271200,170312712001033,1155148.6782666573,1897819.1171161386,41.8754237451,-87.7058203625,"(41.8754237451, -87.7058203625)"
NICKEL LIQUOR & MINI MART INC,22084,9178,10001,A,3637 W DIVISION ST,60651,HUMBOLDT PARK,23,27,17031231200,170312312001002,1151779.2427703848,1907710.5383937538,41.9026337556,-87.7179312389,"(41.9026337556, -87.7179312389)"
NOOR MEAT,61680,19506,3000,B,2505 W DEVON AVE,60659,WEST RIDGE,2,50,17031020802,170310208024002,1158430.4608321840,1942357.5797250350,41.9975738059,-87.6925485988,"(41.9975738059, -87.6925485988)"
NORTHWEST FOOD & LIQUOR,1119636,209419,3180,B,5170 W NORTH AVE,60639,AUSTIN,25,37,17031250200,170312502001025,1141540.8222337650,1910183.3773895188,41.9096148952,-87.7554779679,"(41.9096148952, -87.7554779679)"
"OGIES FOOD, INC",26972,11210,10001,A,2600 W LITHUANIAN PLAZA CT,60629,CHICAGO LAWN,66,15,17031660900,170316609003018,1160212.8691382483,1858843.1115837249,41.7683658358,-87.6883009077,"(41.7683658358, -87.6883009077)"
OHIO FOOD MART,1225367,243092,3500,B,5345 W OHIO ST,60644,AUSTIN,25,37,17031251500,170312515002004,1140427.8862632848,1903410.3057540525,41.8910492873,-87.7597328373,"(41.8910492873, -87.7597328373)"
OLD WORLD MARKET,7507,3851,10001,A,5129 N BROADWAY,60640,UPTOWN,3,48,17031031200,170310312003004,1167423.6810531090,1934373.3340121089,41.9754753986,-87.6596970117,"(41.9754753986, -87.6596970117)"
OLIVE MOUNT MART,1337266,205718,3000,B,3536 W 63RD ST,60629,CHICAGO LAWN,66,15,17031660400,170316604003014,1153755.8092024382,1862648.9617015244,41.7789401249,-87.7118685723,"(41.7789401249, -87.7118685723)"
ONE STOP,2032029,352811,2500,B,4401 W MADISON ST,60624,WEST GARFIELD PARK,26,28,17031260500,170312605001000,1147026.5918903935,1899610.8155546752,41.8804994508,-87.7355959610,"(41.8804994508, -87.735595961)"
ONE STOP FOOD & LIQUOR STORE,1094,205,58000,A,4301 S LAKE PARK AVE,60653,KENWOOD,39,4,17031390100,170313901001006,1184507.8863198527,1876712.0394241230,41.8168651481,-87.5986888442,"(41.8168651481, -87.5986888442)"
ORIENTAL ASIA MARKET INC.,1903198,330517,7500,B,4932 N SHERIDAN RD,60640,UPTOWN,3,46,17031031200,170310312004004,1168693.6301710368,1933319.4190525478,41.9725559281,-87.6550576698,"(41.9725559281, -87.6550576698)"
ORLEANS MARKET,23467,9485,3002,B,316 W ILLINOIS ST,60610,NEAR NORTH SIDE,8,42,17031081800,170310818002056,1174028.5037281606,1903591.6667498370,41.8908642852,-87.6363291879,"(41.8908642852, -87.6363291879)"
OSAMA FOOD MART,2031620,352625,2800,B,615 E 67TH ST,60637,WOODLAWN,42,20,17031421200,170314212001005,1181566.4243909956,1860686.2640671933,41.7729575221,-87.6099733981,"(41.7729575221, -87.6099733981)"
OUTLET KINGDOM,2054475,356046,4000,B,3449 S HALSTED ST,60608,BRIDGEPORT,60,11,17031839700,170318397002011,1171577.6413118422,1881783.3788749278,41.8310749437,-87.6459711122,"(41.8310749437, -87.6459711122)"
P & I FOOD & LIQUOR INC.,16647,6907,3000,B,4154 W DIVISION ST,60651,HUMBOLDT PARK,23,37,17031230600,170312306002011,1148216.4487989845,1907711.8754945004,41.9027068139,-87.7310180698,"(41.9027068139, -87.7310180698)"
PAR BIRDIE FOODS,28222,11464,6000,B,2234 W DEVON AVE,60659,WEST RIDGE,2,50,17031020500,170310205002010,1160106.8232114483,1942489.4136746884,41.9979009735,-87.6863782179,"(41.9979009735, -87.6863782179)"
"PARK FOODS OF 71ST STREET,INC.",1677517,300221,3500,B,2612 W 71ST ST,60629,CHICAGO LAWN,66,18,17031660900,170316609003037,1160100.0534328348,1857512.6366215143,41.7647171389,-87.6887509815,"(41.7647171389, -87.6887509815)"
"PARK PACKING OF CHICAGO, INC.",2008956,340517,3500,B,1544 W 41ST ST,60609,NEW CITY,61,11,17031842600,170318426002022,1166633.8544136120,1877402.1258977633,41.8191594443,-87.6642353554,"(41.8191594443, -87.6642353554)"
PARKSHORE MARKET LTD,26464,10858,2860,B,195 N HARBOR DR,60601,LOOP,32,42,17031320100,170313201004007,1179687.0205464560,1901930.2536645876,41.8861772806,-87.6155996011,"(41.8861772806, -87.6155996011)"
PATEL BROS,25338,88729,5000,B,2610 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,170310206023013,1157695.3668656345,1942415.3164009475,41.9977473006,-87.6952511581,"(41.9977473006, -87.6952511581)"
PAULINA MARKET,1680919,301699,10000,A,3501 N LINCOLN AVE,60657,LAKE VIEW,6,32,17031831900,,1164057.2158518278,1923333.7106447166,41.9452541584,-87.6723897932,"(41.9452541584, -87.6723897932)"
